Acc_X,Acc_Y,Acc_Z,Rot_X,Rot_Y,Rot_Z,tempC,time,lat,lng,alt,speed_kmh,satellite_amount;
8.28,0.70,-1.83,-0.19,0.80,1.13,29.43,20:51:31,48.223833667,15.630612000,266.50,4.13,6;
7.22,0.35,-0.66,-0.13,-0.16,0.28,29.43,20:51:31,48.223833667,15.630612000,266.50,4.13,6;
12.47,-0.70,1.47,-0.21,-0.20,-0.04,29.43,20:51:31,48.223833667,15.630612000,266.50,4.13,6;
10.11,0.69,-0.64,-0.53,0.46,0.41,29.43,20:51:34,48.223859167,15.630652333,266.50,6.04,6;
7.30,1.25,-0.65,0.24,-0.11,-0.10,29.44,20:51:35,48.223865167,15.630662333,266.50,5.09,6;
9.60,1.50,0.67,0.04,-0.23,-0.40,29.42,20:51:36,48.223872333,15.630673167,267.80,5.00,6;
10.93,1.32,0.05,0.16,0.15,0.25,29.43,20:51:37,48.223877000,15.630674667,268.70,4.30,6;
8.62,-0.16,-0.29,-0.12,-0.09,-0.05,29.42,20:51:38,48.223886500,15.630688667,268.70,4.56,6;
10.05,-1.08,-0.44,-0.13,0.07,-0.22,29.44,20:51:39,48.223890167,15.630707333,269.40,4.19,6;
10.34,-1.09,-2.43,-0.02,0.07,-0.10,29.44,20:51:40,48.223892167,15.630721000,268.60,4.19,6;
8.33,0.10,0.71,0.06,-0.29,0.29,29.44,20:51:41,48.223889833,15.630747500,270.00,3.61,6;
11.97,2.70,0.78,0.41,0.45,-0.74,29.43,20:51:42,48.223889500,15.630759333,270.80,4.07,6;
8.27,2.07,-0.85,0.09,-0.08,-0.35,29.43,20:51:43,48.223898000,15.630772500,271.80,4.19,6;
8.99,2.46,1.57,-0.61,-0.16,-0.19,29.44,20:51:45,48.223905500,15.630800000,271.20,4.19,6;
12.47,0.80,-0.41,-0.22,0.01,0.29,29.43,20:51:45,48.223905500,15.630800000,271.20,4.19,6;
7.04,-0.67,-0.34,0.17,-0.12,-0.03,29.44,20:51:45,48.223905500,15.630800000,271.20,4.19,6;
8.94,-0.75,0.76,0.24,-0.40,-0.41,29.43,20:51:48,48.223913167,15.630850500,271.20,4.72,6;
9.58,1.25,-1.63,0.48,0.36,0.38,29.43,20:51:49,48.223924333,15.630864000,272.50,4.35,6;
9.05,1.86,-0.81,-0.13,0.12,0.04,29.43,20:51:50,48.223927667,15.630878167,272.70,3.70,6;
10.68,1.02,0.04,-0.75,-0.23,-0.25,29.42,20:51:51,48.223929833,15.630892000,272.70,4.20,6;
8.76,2.30,-0.95,-0.27,-0.11,0.17,29.42,20:51:52,48.223934167,15.630906167,272.70,4.44,6;
7.35,2.90,-1.09,-0.42,0.55,-0.17,29.41,20:51:53,48.223938500,15.630915333,272.00,3.48,6;
8.84,-4.10,1.68,3.42,-0.74,-0.57,29.41,20:51:54,48.223942500,15.630925667,272.20,3.07,6;
9.05,-1.32,2.51,0.60,-2.57,-0.52,29.42,20:51:55,48.223945000,15.630927333,271.90,1.80,6;
8.99,-1.56,4.11,-0.23,-0.07,0.71,29.40,20:51:57,48.223954667,15.630937167,271.30,3.61,6;
7.64,-3.27,2.81,1.60,-0.18,-0.25,29.40,20:51:57,48.223954667,15.630937167,271.00,3.61,6;
10.65,-2.66,3.67,0.74,0.24,0.29,29.39,20:51:57,48.223954667,15.630937167,271.00,3.61,6;
8.62,-2.89,3.05,-0.42,-0.11,0.11,29.39,20:51:57,48.223954667,15.630937167,271.00,3.61,6;
6.68,-2.09,1.23,-0.38,-0.05,-0.21,29.39,20:51:57,48.223954667,15.630937167,271.00,3.61,6;
8.81,-1.74,3.12,-1.02,0.64,-0.22,29.39,20:52:02,48.223973333,15.631013500,271.00,4.48,6;
11.74,-0.07,6.44,0.04,-0.76,-0.05,29.39,20:52:03,48.223978833,15.631024333,270.10,3.83,6;
6.39,-2.37,2.31,0.12,-0.31,0.13,29.37,20:52:04,48.223982167,15.631037833,269.40,4.43,6;
7.96,-3.10,3.10,1.18,0.29,-0.00,29.38,20:52:05,48.223988333,15.631052833,269.30,4.67,6;
12.83,-3.30,5.40,0.01,-0.24,0.14,29.37,20:52:06,48.223992000,15.631067167,270.30,3.37,6;
7.37,-2.43,3.00,-0.78,0.13,-0.02,29.37,20:52:07,48.223996667,15.631077833,269.90,4.22,6;
8.11,-3.34,0.46,0.11,0.25,-0.19,29.36,20:52:08,48.224001000,15.631087000,269.80,3.48,6;
9.81,-2.05,2.59,-0.81,0.61,-0.17,29.35,20:52:09,48.224005833,15.631100500,269.70,5.19,6;
10.93,-0.36,5.17,0.60,-0.77,0.16,29.35,20:52:11,48.224010667,15.631139833,270.20,3.91,6;
6.84,-3.14,1.78,0.48,-0.24,0.35,29.32,20:52:12,48.224014333,15.631157833,271.40,3.91,6;
8.64,-2.67,4.02,1.38,0.61,0.01,29.32,20:52:12,48.224014333,15.631157833,271.40,3.91,6;
10.12,-3.30,4.11,-0.45,-0.06,0.09,29.33,20:52:12,48.224014333,15.631157833,271.40,3.91,6;
7.11,-2.88,1.13,0.23,-0.03,-0.07,29.32,20:52:15,48.224039000,15.631192167,271.40,6.07,6;
9.67,-3.43,3.31,-0.96,1.00,-0.30,29.31,20:52:16,48.224049833,15.631204667,271.40,5.74,6;
13.75,-1.84,3.29,-0.15,-0.24,-0.07,29.30,20:52:17,48.224055667,15.631219333,271.70,3.98,6;
9.80,-0.82,3.25,-0.49,-0.32,0.16,29.29,20:52:18,48.224061000,15.631234333,272.10,4.91,6;
6.56,-3.06,1.21,0.68,-0.12,0.13,29.29,20:52:19,48.224070667,15.631253500,272.30,6.48,6;
7.93,-3.61,2.70,0.79,0.15,-0.12,29.27,20:52:20,48.224075833,15.631273167,272.40,5.04,6;
12.34,-2.47,4.53,0.02,-0.23,0.05,29.27,20:52:21,48.224075500,15.631290667,272.50,4.46,6;
9.61,-3.10,3.23,-0.15,-0.35,0.18,29.25,20:52:22,48.224082000,15.631304667,272.80,4.35,6;
6.29,-2.51,0.97,0.16,-0.04,-0.06,29.25,20:52:23,48.224083000,15.631312833,272.40,3.93,6;
10.24,-3.01,1.99,-1.22,0.95,-0.14,29.24,20:52:24,48.224086000,15.631330667,272.60,4.07,6;
12.02,-2.61,3.29,-0.07,0.11,-0.21,29.23,20:52:26,48.224095333,15.631364167,272.60,4.07,6;
9.50,-1.80,3.22,-1.11,-0.07,0.06,29.22,20:52:26,48.224095333,15.631364167,272.60,4.07,6;
7.09,-3.58,1.23,0.94,-0.29,0.20,29.22,20:52:26,48.224095333,15.631364167,272.60,4.07,6;
8.07,-3.69,3.46,0.92,0.28,-0.08,29.21,20:52:29,48.224119667,15.631400833,272.60,7.00,6;
12.44,-3.14,5.11,0.34,-0.44,0.06,29.21,20:52:30,48.224130000,15.631410667,272.10,4.20,6;
6.75,-3.01,2.67,-0.51,0.15,0.18,29.19,20:52:31,48.224138500,15.631414667,271.70,5.33,6;
6.42,-3.28,-0.11,-0.14,-0.04,-0.12,29.18,20:52:32,48.224138500,15.631425333,271.40,3.35,6;
9.25,-3.95,1.59,-0.15,0.72,-0.43,29.18,20:52:33,48.224141833,15.631441500,271.60,3.37,6;
12.67,-3.03,2.86,-0.09,0.13,-0.20,29.18,20:52:34,48.224147667,15.631457000,272.30,4.65,6;
11.30,-1.53,3.27,-0.70,-0.44,0.24,29.16,20:52:35,48.224149500,15.631475000,272.40,4.32,6;
7.44,-3.69,0.88,0.09,-0.22,0.26,29.15,20:52:36,48.224160833,15.631491833,272.00,6.07,6;
5.77,-3.26,2.19,1.69,-0.40,-0.21,29.16,20:52:38,48.224176833,15.631520000,271.50,3.76,6;
9.27,-3.15,2.80,0.89,0.74,-0.13,29.15,20:52:38,48.224176833,15.631520000,271.70,3.76,6;
11.28,-2.60,4.60,-0.70,0.03,0.13,29.13,20:52:39,48.224179833,15.631535833,271.90,3.76,6;
5.05,-3.53,1.40,-0.98,-0.12,0.10,29.13,20:52:39,48.224179833,15.631535833,271.90,3.76,6;
10.62,-4.34,1.68,0.23,0.90,-0.16,29.11,20:52:39,48.224179833,15.631535833,271.90,3.76,6;
11.90,-2.75,4.76,-0.40,-0.37,-0.01,29.11,20:52:43,48.224184500,15.631617500,271.90,4.06,6;
7.26,-4.01,1.43,0.01,-0.29,0.26,29.10,20:52:44,48.224186500,15.631633500,272.50,4.52,6;
7.14,-4.53,2.35,1.53,-0.02,-0.10,29.09,20:52:45,48.224189333,15.631653000,273.30,5.04,6;
9.58,-1.93,4.03,-0.25,0.19,-0.01,29.07,20:52:46,48.224203500,15.631665333,273.40,4.96,6;
11.28,-2.99,3.65,-0.41,-0.31,0.16,29.07,20:52:47,48.224211500,15.631683333,274.10,5.43,6;
8.14,-2.43,0.72,1.28,0.05,-0.26,29.07,20:52:48,48.224216000,15.631701500,274.50,4.39,6;
8.58,-3.90,2.45,-0.94,1.07,-0.30,29.07,20:52:49,48.224221167,15.631718333,274.20,5.43,6;
13.84,-2.31,5.21,-0.00,-0.27,-0.20,29.05,20:52:50,48.224224500,15.631737500,273.90,5.70,6;
7.41,-2.36,2.76,-0.64,-0.16,0.23,29.04,20:52:52,48.224237667,15.631762167,273.60,4.89,6;
7.34,-4.00,2.02,0.79,-0.05,-0.14,29.04,20:52:52,48.224237667,15.631762167,274.60,4.89,6;
9.29,-2.51,3.11,0.60,0.07,-0.09,29.04,20:52:53,48.224243333,15.631775500,273.20,4.89,6;
10.23,-1.85,5.10,-0.41,0.62,0.19,29.02,20:52:53,48.224243333,15.631775500,273.20,4.89,6;
7.68,-0.01,-2.82,-1.42,2.55,-1.68,29.01,20:52:56,48.224254167,15.631816000,273.20,6.70,6;
12.71,2.56,0.14,1.43,2.41,-0.71,29.00,20:52:57,48.224262167,15.631822167,273.20,3.87,6;
9.50,0.09,3.99,0.12,0.08,0.15,29.02,20:52:58,48.224277333,15.631816167,265.30,7.50,6;
8.49,-2.74,1.45,-3.24,0.68,-0.26,28.99,20:52:59,48.224288500,15.631830500,264.70,5.35,6;
6.82,0.78,-2.74,0.04,0.33,0.22,28.99,20:53:00,48.224294833,15.631846167,264.00,4.02,6;
9.57,0.89,-3.05,0.13,-0.25,-0.02,28.98,20:53:01,48.224296833,15.631866167,265.10,4.32,6;
10.83,2.66,-3.74,1.24,0.37,-0.03,28.97,20:53:02,48.224296167,15.631881333,264.50,4.00,6;
9.48,2.16,3.02,1.21,-1.96,-2.00,28.97,20:53:03,48.224297167,15.631899833,264.30,4.02,6;
6.54,1.10,0.80,-1.13,0.71,-0.82,28.96,20:53:04,48.224301000,15.631915333,264.00,4.09,6;
9.37,2.08,1.75,-0.44,-0.66,-3.12,28.94,20:53:05,48.224304500,15.631922667,263.30,2.87,6;
13.54,2.15,0.79,-1.73,0.24,-2.12,28.94,20:53:07,48.224327500,15.631947833,262.70,2.87,6;
9.33,1.33,1.17,-0.54,0.05,-0.53,28.93,20:53:07,48.224327500,15.631947833,262.70,2.87,6;
6.44,2.42,1.19,1.29,-0.11,0.30,28.94,20:53:07,48.224327500,15.631947833,262.70,2.87,6;
8.54,1.60,-0.04,0.71,-0.53,0.05,28.94,20:53:10,48.224342500,15.631988333,262.70,3.52,6;
13.09,3.51,3.73,-0.89,1.33,-2.04,28.94,20:53:11,48.224348667,15.631997167,263.10,3.65,6;
1.67,3.87,7.86,-0.33,3.09,1.22,28.93,20:53:12,48.224354333,15.632013333,263.90,3.20,6;
4.66,1.12,13.73,-1.21,-0.87,-0.54,28.92,20:53:13,48.224357667,15.632019000,264.00,1.93,6;
9.66,1.75,2.81,-1.14,-0.82,0.23,28.91,20:53:14,48.224363000,15.632045000,265.70,6.44,6;
5.34,-0.42,3.21,0.17,1.47,-0.24,28.91,20:53:15,48.224372833,15.632068833,265.50,5.06,6;
7.70,0.95,4.52,0.23,0.33,-0.13,28.91,20:53:16,48.224378000,15.632086500,265.70,4.39,6;
10.16,-0.41,7.23,0.65,0.41,0.48,28.89,20:53:17,48.224381833,15.632099167,265.50,4.15,6;
4.34,5.16,1.17,0.90,0.74,-0.40,28.88,20:53:18,48.224386500,15.632119833,266.00,4.61,6;
4.17,3.00,-3.78,0.58,-0.50,-1.54,28.87,20:53:19,48.224390167,15.632158167,267.60,5.22,6;
-5.93,10.79,-1.89,-0.16,-0.96,0.06,28.88,20:53:21,48.224397500,15.632183333,267.10,5.22,6;
-3.32,4.42,-5.35,0.17,1.28,0.60,28.86,20:53:21,48.224397500,15.632183333,267.10,5.22,6;
-6.97,6.52,-2.45,-3.15,-0.18,-0.12,28.87,20:53:21,48.224397500,15.632183333,267.10,5.22,6;
-4.14,7.82,-1.39,-1.06,-1.20,-0.35,28.86,20:53:24,48.224406333,15.632215667,267.10,2.39,6;
-0.36,13.02,-0.61,0.39,1.25,0.97,28.84,20:53:25,48.224412833,15.632232000,267.10,4.59,6;
1.61,8.12,-0.30,-0.38,-1.04,-0.21,28.84,20:53:26,48.224418833,15.632244833,267.70,2.98,6;
0.95,6.22,1.59,0.33,0.31,-0.45,28.85,20:53:27,48.224421833,15.632260833,268.00,4.37,6;
2.13,11.75,0.71,-0.01,-0.91,-0.29,28.85,20:53:28,48.224420000,15.632282667,268.50,4.50,6;
2.72,8.88,-0.43,-0.14,-0.15,0.07,28.83,20:53:29,48.224426500,15.632292500,268.30,4.32,6;
0.78,8.38,-0.50,-0.11,0.57,0.09,28.84,20:53:30,48.224431333,15.632308500,268.50,4.67,6;
-2.15,9.54,-0.87,0.20,0.73,0.03,28.83,20:53:31,48.224442000,15.632317333,267.50,3.26,6;
1.98,11.15,-2.08,0.19,-0.03,-0.36,28.81,20:53:33,48.224455500,15.632337333,265.50,2.33,6;
1.16,6.26,-0.55,-0.20,-0.56,0.19,28.82,20:53:33,48.224455500,15.632337333,265.70,2.33,6;
-1.08,8.49,3.17,0.17,-0.58,0.15,28.81,20:53:33,48.224455500,15.632337333,265.70,2.33,6;
2.02,13.33,-0.66,0.03,-0.92,0.23,28.81,20:53:33,48.224455500,15.632337333,265.70,2.33,6;
0.65,6.65,-0.95,-0.05,0.15,0.21,28.81,20:53:33,48.224455500,15.632337333,265.70,2.33,6;
0.60,10.06,-0.63,0.01,1.12,-0.15,28.80,20:53:38,48.224487167,15.632375667,265.70,1.87,6;
-0.36,11.59,-1.05,0.31,0.29,-0.04,28.78,20:53:39,48.224487667,15.632388167,264.40,3.33,6;
1.39,8.09,-3.96,-0.12,-0.02,-0.13,28.79,20:53:40,48.224490667,15.632405833,264.90,3.09,6;
0.49,7.78,-1.12,-0.18,-0.32,0.02,28.79,20:53:41,48.224497167,15.632412667,265.20,3.07,6;
0.41,8.55,1.28,0.03,-0.87,0.13,28.77,20:53:42,48.224505833,15.632420833,265.00,1.69,6;
1.40,11.08,-1.10,0.00,-0.28,-0.01,28.77,20:53:43,48.224508833,15.632438833,265.10,2.39,6;
0.59,8.04,-0.29,-0.11,0.15,0.12,28.76,20:53:44,48.224515167,15.632452667,265.10,2.67,6;
-1.95,8.63,0.20,-0.06,1.15,0.06,28.75,20:53:45,48.224521167,15.632463000,265.20,2.89,6;
2.09,12.94,-1.21,0.20,0.01,-0.17,28.75,20:53:47,48.224538167,15.632494167,264.90,2.33,6;
1.68,8.67,-1.92,-0.35,-0.01,-0.10,28.75,20:53:47,48.224538167,15.632494167,264.90,2.33,6;
1.16,9.12,2.45,0.15,-0.78,0.02,28.74,20:53:48,48.224543833,15.632507667,264.80,2.33,6;
2.06,13.67,-1.16,0.08,-0.58,-0.03,28.73,20:53:48,48.224543833,15.632507667,264.80,2.33,6;
1.23,8.76,-0.59,-0.11,0.17,-0.15,28.74,20:53:48,48.224543833,15.632507667,264.80,2.33,6;
0.53,10.66,1.50,-0.03,0.85,-0.25,28.72,20:53:52,48.224565833,15.632558000,264.80,3.28,6;
2.41,12.92,-0.99,0.23,0.49,0.22,28.72,20:53:53,48.224571833,15.632575667,264.80,4.35,6;
2.21,9.64,-0.91,0.01,-0.09,-0.18,28.72,20:53:54,48.224577667,15.632593833,264.20,4.37,6;
1.55,8.08,0.17,0.11,-0.72,0.14,28.70,20:53:55,48.224587000,15.632605500,264.00,4.46,6;
-0.71,9.02,3.45,0.31,-0.31,0.15,28.71,20:53:56,48.224590333,15.632619667,264.00,3.09,6;
1.16,11.26,-2.01,0.03,-0.26,0.11,28.71,20:53:57,48.224593333,15.632633500,264.00,3.57,6;
0.68,7.90,-1.61,-0.12,0.33,0.12,28.71,20:53:58,48.224599833,15.632642667,263.90,3.43,6;
-0.95,10.02,0.67,-0.18,1.07,-0.31,28.68,20:53:59,48.224599333,15.632660667,263.90,3.80,6;
0.94,12.58,-3.75,0.33,0.17,-0.17,28.69,20:54:00,48.224604833,15.632684167,264.20,4.48,6;
0.96,8.38,-3.63,-0.03,0.14,-0.43,28.68,20:54:02,48.224620167,15.632735833,266.20,4.48,6;
1.07,6.18,-0.51,-0.16,-0.27,0.03,28.67,20:54:02,48.224620167,15.632735833,266.20,4.48,6;
-0.42,8.15,1.53,0.13,-0.43,0.12,28.67,20:54:02,48.224620167,15.632735833,266.20,4.48,6;
1.30,13.23,-1.91,-0.05,-0.38,0.07,28.66,20:54:02,48.224620167,15.632735833,266.20,4.48,6;
0.38,7.76,-0.82,0.05,0.30,0.21,28.67,20:54:06,48.224623167,15.632806833,266.20,2.85,6;
0.96,10.36,-0.70,-0.09,0.54,-0.29,28.64,20:54:07,48.224629167,15.632822833,265.80,4.04,6;
-0.80,10.99,-1.70,0.23,0.49,-0.01,28.64,20:54:08,48.224636167,15.632840500,265.80,4.43,6;
1.40,8.43,-4.15,-0.10,-0.20,-0.32,28.62,20:54:09,48.224643000,15.632862000,266.10,4.70,6;
0.58,8.31,-1.24,-0.04,-0.57,0.02,28.62,20:54:10,48.224647833,15.632873667,265.90,3.48,6;
0.38,12.37,-0.46,0.22,-0.65,0.08,28.64,20:54:11,48.224649667,15.632883667,265.70,2.33,6;
0.96,8.24,-1.18,-0.05,-0.33,0.06,28.62,20:54:12,48.224654667,15.632899333,265.80,4.30,6;
1.41,10.44,-0.96,-0.19,0.38,-0.19,28.62,20:54:13,48.224660000,15.632914500,265.70,3.80,6;
-0.20,9.59,-1.73,0.33,0.43,-0.11,28.61,20:54:14,48.224666500,15.632944667,266.20,5.28,6;
0.86,9.75,-4.27,-0.08,0.20,-0.52,28.61,20:54:16,48.224665167,15.632966667,265.60,5.28,6;
0.63,7.79,-1.29,-0.11,-0.45,0.00,28.62,20:54:16,48.224665167,15.632966667,265.60,5.28,6;
0.32,8.46,1.72,0.27,-0.76,0.20,28.59,20:54:16,48.224665167,15.632966667,265.60,5.28,6;
0.72,9.94,-1.62,-0.07,-0.37,0.01,28.59,20:54:16,48.224665167,15.632966667,265.60,5.28,6;
0.58,8.33,-1.39,-0.04,0.50,0.25,28.58,20:54:20,48.224684500,15.633013333,265.60,1.94,6;
-1.50,8.38,-0.80,0.17,0.78,-0.14,28.58,20:54:21,48.224688167,15.633024333,265.90,2.63,6;
1.66,11.34,-2.04,0.05,0.67,-0.62,28.58,20:54:22,48.224692333,15.633036000,266.10,2.19,6;
0.92,7.30,-1.19,-0.24,-0.31,0.13,28.56,20:54:23,48.224695333,15.633048000,265.80,3.48,6;
-0.64,7.71,2.20,0.22,-0.74,0.38,28.55,20:54:24,48.224700333,15.633058833,265.40,2.02,6;
1.80,10.82,-1.76,-0.10,-0.16,-0.11,28.56,20:54:25,48.224706500,15.633072500,265.30,2.80,6;
-0.01,8.71,-0.95,-0.06,0.94,0.13,28.54,20:54:26,48.224713000,15.633080500,265.10,1.41,6;
-2.17,7.97,-0.83,-0.04,0.96,-0.06,28.54,20:54:28,48.224726500,15.633106167,265.00,2.04,6;
1.72,9.55,-2.31,0.10,0.21,-0.46,28.54,20:54:28,48.224726500,15.633106167,264.60,2.04,6;
0.68,7.94,-2.05,0.01,-0.49,0.04,28.52,20:54:29,48.224729833,15.633116833,264.70,2.04,6;
0.97,13.86,-1.25,0.04,-0.84,0.17,28.52,20:54:29,48.224729833,15.633116833,264.70,2.04,6;
0.82,7.35,-1.19,-0.09,-0.00,-0.03,28.52,20:54:29,48.224729833,15.633116833,264.70,2.04,6;
1.37,8.68,-0.59,-0.06,0.80,-0.40,28.52,20:54:29,48.224729833,15.633116833,264.70,2.04,6;
-3.03,9.24,-0.71,0.16,0.89,0.13,28.50,20:54:34,48.224754833,15.633185333,264.70,4.28,6;
3.68,11.14,-1.50,0.06,0.29,-0.23,28.49,20:54:35,48.224761833,15.633190667,264.70,2.70,6;
1.71,7.72,0.22,0.02,-0.62,0.01,28.49,20:54:36,48.224769500,15.633197333,263.70,2.85,6;
0.16,9.07,2.15,0.11,-0.90,0.01,28.49,20:54:37,48.224771667,15.633193667,262.80,1.70,6;
2.29,12.82,-0.70,-0.01,-1.25,-0.25,28.47,20:54:38,48.224775833,15.633200167,262.70,1.94,6;
0.77,7.90,-0.66,-0.06,-0.03,0.16,28.47,20:54:39,48.224779000,15.633218500,262.50,3.13,6;
0.62,9.33,-0.78,0.19,0.12,-0.05,28.47,20:54:40,48.224783333,15.633229333,262.20,2.59,6;
-1.89,9.15,-1.37,0.37,1.13,0.02,28.45,20:54:42,48.224788333,15.633253167,262.10,1.17,6;
1.36,10.23,-2.61,0.02,0.20,-0.15,28.44,20:54:42,48.224788333,15.633253167,261.80,1.17,6;
1.17,6.95,-0.93,-0.12,0.01,0.02,28.45,20:54:42,48.224788333,15.633253167,261.80,1.17,6;
0.42,9.42,2.32,-0.12,-0.23,-0.07,28.42,20:54:42,48.224788333,15.633253167,261.80,1.17,6;
1.96,11.68,-0.82,-0.07,-0.46,0.17,28.43,20:54:42,48.224788333,15.633253167,261.80,1.17,6;
1.53,7.74,-0.51,0.05,0.03,0.06,28.41,20:54:42,48.224788333,15.633253167,261.80,1.17,6;
-1.45,10.82,-1.09,-0.12,1.62,-0.28,28.42,20:54:48,48.224828500,15.633343667,261.80,3.11,6;
1.27,12.18,-3.10,0.31,0.29,-0.44,28.42,20:54:49,48.224836667,15.633361833,265.10,3.48,6;
1.60,7.42,-2.29,-0.36,-0.25,0.01,28.41,20:54:50,48.224842167,15.633382500,265.60,4.65,6;
0.97,8.15,-1.29,0.00,-0.63,0.07,28.41,20:54:51,48.224849500,15.633398500,266.20,3.56,6;
0.62,10.06,0.59,0.18,-0.35,0.11,28.40,20:54:52,48.224853333,15.633412500,266.60,3.35,6;
1.13,9.91,-2.17,0.02,-0.34,0.01,28.39,20:54:53,48.224854000,15.633434000,267.10,4.61,6;
0.87,8.97,-1.68,-0.13,0.45,0.05,28.38,20:54:54,48.224858833,15.633455000,267.40,3.20,6;
-2.23,9.99,-0.89,-0.11,0.91,0.14,28.39,20:54:55,48.224872667,15.633466167,267.60,4.46,6;
